135    	0.458|0.542|    	0.495|0.505|
136    	0.458|0.542|    	0.496|0.504|
137    	0.458|0.542|    	0.499|0.501|
138    	0.459|0.541|    	0.497|0.503|
139    	0.463|0.537|    	0.496|0.504|
140    	0.462|0.538|    	0.494|0.506|
141    	0.460|0.540|    	0.496|0.504|
142    	0.460|0.540|    	0.496|0.504|
143    	0.460|0.540|    	0.497|0.503|
144    	0.462|0.538|    	0.497|0.503|
145    	0.466|0.535|    	0.500|0.500|
146    	0.465|0.535|    	0.499|0.501|
147    	0.463|0.537|    	0.496|0.504|
148    	0.463|0.537|    	0.497|0.503|
149    	0.463|0.537|    	0.497|0.503|
150    	0.464|0.536|    	0.499|0.501|
151    	0.465|0.535|    	0.499|0.502|
152    	0.467|0.533|    	0.496|0.504|
153    	0.468|0.532|    	0.495|0.505|
154    	0.466|0.534|    	0.493|0.507|
155    	0.465|0.535|    	0.494|0.506|
156    	0.465|0.535|    	0.494|0.506|
157    	0.465|0.535|    	0.493|0.507|
158    	0.463|0.537|    	0.494|0.506|
159    	0.464|0.536|    	0.494|0.506|
160    	0.462|0.538|    	0.495|0.505|
161    	0.459|0.541|    	0.495|0.505|
162    	0.458|0.542|    	0.492|0.508|
163    	0.457|0.543|    	0.492|0.508|
164    	0.457|0.543|    	0.494|0.506|
165    	0.459|0.541|    	0.493|0.507|
166    	0.458|0.542|    	0.492|0.508|
167    	0.457|0.543|    	0.491|0.509|
168    	0.456|0.544|    	0.493|0.507|
169    	0.456|0.544|    	0.492|0.508|
170    	0.456|0.544|    	0.494|0.506|
171    	0.456|0.544|    	0.495|0.505|
172    	0.452|0.548|    	0.494|0.506|
173    	0.453|0.547|    	0.494|0.506|
174    	0.452|0.548|    	0.495|0.505|
175    	0.453|0.547|    	0.494|0.506|
176    	0.453|0.547|    	0.495|0.505|
177    	0.453|0.547|    	0.497|0.503|
178    	0.454|0.546|    	0.497|0.503|
179    	0.455|0.545|    	0.496|0.504|
180    	0.454|0.546|    	0.494|0.506|
181    	0.454|0.546|    	0.496|0.504|
182    	0.452|0.548|    	0.497|0.503|
183    	0.453|0.547|    	0.497|0.503|
184    	0.455|0.545|    	0.499|0.501|
185    	0.457|0.543|    	0.497|0.503|
186    	0.456|0.544|    	0.498|0.502|
187    	0.456|0.544|    	0.497|0.503|
188    	0.453|0.547|    	0.498|0.502|
189    	0.454|0.546|    	0.497|0.503|
190    	0.456|0.544|    	0.497|0.503|
191    	0.453|0.547|    	0.497|0.503|
192    	0.454|0.546|    	0.496|0.504|
193    	0.455|0.545|    	0.497|0.503|
194    	0.455|0.545|    	0.498|0.502|
195    	0.456|0.544|    	0.497|0.503|
196    	0.459|0.541|    	0.497|0.503|
197    	0.458|0.542|    	0.499|0.501|
198    	0.458|0.542|    	0.498|0.502|
199    	0.457|0.543|    	0.500|0.500|
200    	0.457|0.543|    	0.499|0.501|
201    	0.456|0.544|    	0.498|0.502|
202    	0.455|0.545|    	0.497|0.503|
203    	0.455|0.545|    	0.495|0.505|
204    	0.455|0.545|    	0.493|0.507|
205    	0.457|0.543|    	0.492|0.508|
206    	0.457|0.543|    	0.490|0.510|
207    	0.456|0.544|    	0.490|0.511|
208    	0.459|0.541|    	0.491|0.509|
209    	0.461|0.539|    	0.489|0.511|
210    	0.460|0.540|    	0.490|0.510|
211    	0.462|0.538|    	0.491|0.509|
212    	0.461|0.539|    	0.491|0.509|
213    	0.461|0.539|    	0.492|0.508|
214    	0.461|0.539|    	0.493|0.507|
215    	0.459|0.541|    	0.495|0.505|
216    	0.460|0.540|    	0.497|0.503|
217    	0.460|0.540|    	0.495|0.505|
218    	0.461|0.539|    	0.495|0.505|
219    	0.459|0.541|    	0.495|0.505|
220    	0.463|0.537|    	0.494|0.506|
221    	0.462|0.538|    	0.497|0.503|
222    	0.459|0.541|    	0.495|0.505|
223    	0.460|0.540|    	0.493|0.507|
224    	0.458|0.542|    	0.493|0.507|
225    	0.459|0.541|    	0.495|0.505|
226    	0.459|0.541|    	0.495|0.505|
227    	0.461|0.539|    	0.491|0.509|
228    	0.463|0.537|    	0.492|0.508|
229    	0.463|0.537|    	0.490|0.510|
230    	0.463|0.537|    	0.488|0.512|
231    	0.461|0.539|    	0.490|0.510|
232    	0.462|0.538|    	0.493|0.507|
233    	0.464|0.536|    	0.496|0.504|
234    	0.463|0.537|    	0.495|0.505|
235    	0.462|0.538|    	0.495|0.505|
236    	0.463|0.537|    	0.493|0.507|
237    	0.461|0.539|    	0.495|0.505|
238    	0.460|0.540|    	0.495|0.505|
239    	0.460|0.540|    	0.494|0.506|
240    	0.458|0.542|    	0.494|0.506|
241    	0.457|0.543|    	0.494|0.506|
242    	0.459|0.541|    	0.494|0.506|
243    	0.459|0.542|    	0.497|0.503|
244    	0.459|0.541|    	0.497|0.503|
245    	0.458|0.542|    	0.498|0.502|
246    	0.457|0.543|    	0.502|0.498|
247    	0.457|0.543|    	0.502|0.498|
248    	0.456|0.544|    	0.505|0.495|
249    	0.457|0.543|    	0.505|0.495|
250    	0.459|0.541|    	0.503|0.497|
251    	0.461|0.539|    	0.504|0.496|
252    	0.462|0.538|    	0.505|0.495|
253    	0.462|0.538|    	0.506|0.494|
254    	0.463|0.537|    	0.506|0.494|
255    	0.465|0.535|    	0.503|0.497|
256    	0.466|0.534|    	0.499|0.501|
257    	0.465|0.535|    	0.499|0.501|
258    	0.462|0.538|    	0.501|0.499|
259    	0.464|0.536|    	0.500|0.500|
260    	0.461|0.539|    	0.501|0.499|
261    	0.461|0.539|    	0.499|0.501|
262    	0.462|0.538|    	0.496|0.504|
263    	0.458|0.542|    	0.497|0.503|
264    	0.458|0.542|    	0.498|0.502|
265    	0.459|0.541|    	0.498|0.502|
266    	0.460|0.540|    	0.500|0.500|
267    	0.459|0.541|    	0.500|0.500|
268    	0.456|0.544|    	0.499|0.501|
269    	0.456|0.544|    	0.500|0.500|
270    	0.457|0.543|    	0.502|0.498|
271    	0.460|0.540|    	0.505|0.495|
272    	0.460|0.540|    	0.509|0.491|
273    	0.459|0.541|    	0.505|0.495|
274    	0.458|0.542|    	0.506|0.494|
275    	0.457|0.543|    	0.505|0.495|
276    	0.459|0.541|    	0.502|0.498|
277    	0.460|0.540|    	0.504|0.496|
278    	0.459|0.541|    	0.503|0.497|
279    	0.460|0.540|    	0.503|0.497|
280    	0.459|0.541|    	0.505|0.495|
281    	0.458|0.542|    	0.503|0.497|
282    	0.458|0.542|    	0.504|0.496|
283    	0.457|0.543|    	0.501|0.499|
284    	0.458|0.542|    	0.502|0.498|
285    	0.459|0.541|    	0.502|0.498|
286    	0.462|0.538|    	0.502|0.498|
287    	0.463|0.537|    	0.498|0.502|
288    	0.462|0.538|    	0.497|0.503|
289    	0.462|0.538|    	0.494|0.506|
290    	0.461|0.539|    	0.496|0.504|
291    	0.461|0.539|    	0.495|0.505|
292    	0.462|0.539|    	0.496|0.504|
293    	0.464|0.536|    	0.494|0.506|
294    	0.462|0.538|    	0.496|0.504|
295    	0.463|0.537|    	0.498|0.502|
296    	0.464|0.536|    	0.493|0.507|
297    	0.464|0.536|    	0.493|0.507|
298    	0.463|0.537|    	0.495|0.505|
299    	0.461|0.539|    	0.497|0.503|
300    	0.463|0.537|    	0.497|0.503|
301    	0.464|0.536|    	0.500|0.500|
302    	0.463|0.537|    	0.499|0.501|
303    	0.462|0.538|    	0.500|0.500|
304    	0.462|0.538|    	0.501|0.499|
305    	0.460|0.540|    	0.499|0.501|
306    	0.464|0.536|    	0.498|0.502|
307    	0.464|0.536|    	0.498|0.502|
308    	0.464|0.536|    	0.497|0.503|
309    	0.464|0.536|    	0.499|0.501|
310    	0.465|0.535|    	0.501|0.499|
311    	0.465|0.535|    	0.499|0.501|
312    	0.464|0.536|    	0.499|0.501|
313    	0.464|0.536|    	0.500|0.500|
314    	0.464|0.536|    	0.499|0.501|
315    	0.462|0.538|    	0.500|0.500|
316    	0.463|0.537|    	0.502|0.498|
317    	0.463|0.537|    	0.502|0.498|
318    	0.465|0.535|    	0.502|0.498|
319    	0.463|0.537|    	0.504|0.496|
320    	0.461|0.539|    	0.503|0.497|
321    	0.461|0.539|    	0.505|0.495|
322    	0.461|0.539|    	0.506|0.494|
323    	0.461|0.539|    	0.504|0.496|
324    	0.461|0.539|    	0.502|0.498|
325    	0.461|0.539|    	0.501|0.499|
326    	0.466|0.534|    	0.501|0.499|
327    	0.466|0.534|    	0.497|0.503|
328    	0.464|0.536|    	0.497|0.503|
329    	0.462|0.538|    	0.495|0.505|
330    	0.461|0.539|    	0.497|0.503|
331    	0.462|0.538|    	0.496|0.504|
332    	0.460|0.540|    	0.496|0.504|
333    	0.460|0.540|    	0.496|0.504|
334    	0.460|0.540|    	0.495|0.505|
335    	0.462|0.538|    	0.493|0.507|
336    	0.463|0.537|    	0.494|0.506|
337    	0.464|0.536|    	0.494|0.506|
338    	0.463|0.537|    	0.492|0.508|
339    	0.463|0.537|    	0.493|0.507|
340    	0.462|0.538|    	0.497|0.503|
341    	0.462|0.538|    	0.494|0.506|
342    	0.458|0.542|    	0.495|0.505|
343    	0.458|0.542|    	0.498|0.502|
344    	0.455|0.545|    	0.492|0.508|
345    	0.452|0.548|    	0.491|0.509|
346    	0.455|0.545|    	0.491|0.509|
347    	0.455|0.545|    	0.491|0.509|
348    	0.453|0.547|    	0.494|0.506|
349    	0.453|0.547|    	0.494|0.506|
350    	0.449|0.551|    	0.497|0.503|
351    	0.451|0.549|    	0.502|0.498|
352    	0.450|0.550|    	0.503|0.498|
353    	0.450|0.550|    	0.503|0.497|
354    	0.449|0.551|    	0.503|0.497|
355    	0.451|0.549|    	0.503|0.497|
356    	0.449|0.551|    	0.501|0.499|
357    	0.449|0.551|    	0.500|0.500|
358    	0.451|0.549|    	0.498|0.502|
359    	0.453|0.547|    	0.501|0.499|
360    	0.452|0.548|    	0.498|0.502|
361    	0.454|0.546|    	0.500|0.500|
362    	0.452|0.548|    	0.502|0.498|
363    	0.451|0.549|    	0.504|0.496|
364    	0.451|0.549|    	0.502|0.498|
365    	0.453|0.547|    	0.503|0.497|
366    	0.453|0.547|    	0.502|0.498|
367    	0.452|0.548|    	0.504|0.496|
368    	0.452|0.548|    	0.503|0.497|
369    	0.453|0.547|    	0.503|0.497|
370    	0.450|0.550|    	0.501|0.499|
371    	0.447|0.553|    	0.498|0.502|
372    	0.446|0.554|    	0.498|0.502|
373    	0.445|0.555|    	0.497|0.503|
374    	0.445|0.555|    	0.496|0.504|
375    	0.444|0.556|    	0.494|0.506|
376    	0.443|0.557|    	0.497|0.503|
377    	0.443|0.557|    	0.494|0.506|
378    	0.443|0.557|    	0.492|0.508|
379    	0.442|0.558|    	0.494|0.506|
380    	0.443|0.557|    	0.494|0.506|
381    	0.444|0.556|    	0.494|0.506|
382    	0.445|0.555|    	0.495|0.505|
383    	0.446|0.554|    	0.495|0.505|
384    	0.446|0.554|    	0.494|0.507|
385    	0.445|0.555|    	0.494|0.506|
386    	0.445|0.555|    	0.493|0.507|
387    	0.445|0.555|    	0.491|0.509|
388    	0.443|0.557|    	0.491|0.509|
389    	0.442|0.558|    	0.492|0.508|
390    	0.441|0.559|    	0.489|0.511|
391    	0.437|0.563|    	0.489|0.511|
392    	0.437|0.563|    	0.490|0.510|
393    	0.436|0.564|    	0.490|0.510|
394    	0.435|0.565|    	0.488|0.512|
395    	0.433|0.567|    	0.489|0.511|
396    	0.433|0.568|    	0.486|0.514|
397    	0.433|0.567|    	0.486|0.514|
398    	0.433|0.567|    	0.487|0.513|
399    	0.434|0.566|    	0.487|0.513|
400    	0.435|0.565|    	0.487|0.513|
401    	0.433|0.567|    	0.490|0.510|
402    	0.430|0.570|    	0.489|0.511|
403    	0.430|0.570|    	0.491|0.509|
404    	0.432|0.568|    	0.490|0.510|
405    	0.432|0.568|    	0.490|0.510|
406    	0.430|0.570|    	0.488|0.512|
407    	0.428|0.572|    	0.489|0.511|
408    	0.427|0.573|    	0.489|0.511|
409    	0.427|0.573|    	0.492|0.508|
410    	0.427|0.573|    	0.494|0.506|
411    	0.425|0.575|    	0.496|0.504|
412    	0.427|0.573|    	0.494|0.506|
413    	0.428|0.572|    	0.495|0.505|
414    	0.430|0.570|    	0.495|0.505|
415    	0.428|0.572|    	0.498|0.502|
416    	0.426|0.574|    	0.501|0.499|
417    	0.428|0.572|    	0.503|0.497|
418    	0.426|0.574|    	0.505|0.495|
419    	0.427|0.574|    	0.508|0.492|
420    	0.428|0.572|    	0.507|0.493|
421    	0.429|0.571|    	0.508|0.492|
422    	0.428|0.572|    	0.506|0.494|
423    	0.426|0.574|    	0.505|0.495|
424    	0.426|0.574|    	0.506|0.494|
425    	0.428|0.572|    	0.505|0.495|
426    	0.428|0.572|    	0.505|0.495|
427    	0.427|0.573|    	0.505|0.495|
428    	0.426|0.574|    	0.507|0.493|
429    	0.428|0.572|    	0.503|0.497|
430    	0.427|0.573|    	0.503|0.497|
431    	0.426|0.574|    	0.504|0.496|
432    	0.427|0.573|    	0.505|0.495|
433    	0.428|0.572|    	0.507|0.493|
434    	0.427|0.573|    	0.504|0.496|
435    	0.427|0.573|    	0.503|0.497|
436    	0.426|0.574|    	0.503|0.497|
437    	0.427|0.573|    	0.503|0.497|
438    	0.427|0.573|    	0.503|0.497|
439    	0.430|0.570|    	0.500|0.500|
440    	0.428|0.572|    	0.499|0.501|
441    	0.427|0.573|    	0.498|0.502|
442    	0.427|0.573|    	0.501|0.499|
443    	0.425|0.575|    	0.498|0.502|
444    	0.426|0.574|    	0.496|0.504|
445    	0.423|0.577|    	0.496|0.504|
446    	0.421|0.579|    	0.497|0.503|
447    	0.419|0.581|    	0.496|0.504|
448    	0.420|0.580|    	0.491|0.509|
449    	0.418|0.582|    	0.490|0.510|
450    	0.417|0.583|    	0.493|0.507|
451    	0.415|0.585|    	0.495|0.505|
452    	0.415|0.585|    	0.492|0.508|
453    	0.415|0.585|    	0.491|0.509|
454    	0.416|0.584|    	0.491|0.509|
455    	0.416|0.584|    	0.492|0.508|
456    	0.414|0.586|    	0.494|0.506|
457    	0.417|0.583|    	0.496|0.504|
458    	0.416|0.584|    	0.496|0.504|
459    	0.417|0.583|    	0.494|0.506|
460    	0.419|0.581|    	0.494|0.506|
461    	0.422|0.578|    	0.496|0.504|
462    	0.424|0.576|    	0.497|0.503|
463    	0.425|0.575|    	0.499|0.501|
464    	0.428|0.572|    	0.502|0.498|
465    	0.431|0.569|    	0.500|0.500|
466    	0.431|0.569|    	0.500|0.500|
467    	0.430|0.570|    	0.497|0.503|
468    	0.430|0.570|    	0.498|0.502|
469    	0.430|0.570|    	0.498|0.502|
470    	0.430|0.570|    	0.499|0.501|
471    	0.428|0.572|    	0.498|0.502|
472    	0.431|0.569|    	0.500|0.500|
473    	0.429|0.571|    	0.500|0.500|
474    	0.429|0.571|    	0.501|0.499|
475    	0.429|0.571|    	0.501|0.499|
476    	0.432|0.568|    	0.499|0.501|
477    	0.431|0.569|    	0.496|0.504|
478    	0.429|0.571|    	0.496|0.504|
479    	0.429|0.571|    	0.495|0.505|
480    	0.430|0.570|    	0.495|0.505|
481    	0.430|0.570|    	0.495|0.505|
482    	0.430|0.570|    	0.496|0.504|
483    	0.429|0.571|    	0.498|0.502|
484    	0.429|0.571|    	0.495|0.505|
485    	0.429|0.571|    	0.496|0.504|
486    	0.428|0.572|    	0.500|0.500|
487    	0.427|0.573|    	0.502|0.498|
488    	0.429|0.571|    	0.502|0.498|
489    	0.430|0.570|    	0.501|0.499|
490    	0.428|0.572|    	0.500|0.500|
491    	0.427|0.573|    	0.503|0.497|
492    	0.425|0.575|    	0.502|0.498|
493    	0.427|0.573|    	0.504|0.496|
494    	0.427|0.573|    	0.505|0.495|
495    	0.427|0.573|    	0.507|0.493|
496    	0.425|0.575|    	0.506|0.494|
497    	0.426|0.574|    	0.510|0.490|
498    	0.425|0.575|    	0.509|0.491|
499    	0.426|0.574|    	0.509|0.491|
500    	0.425|0.575|    	0.508|0.492|
501    	0.422|0.578|    	0.506|0.494|
502    	0.423|0.577|    	0.508|0.492|
503    	0.422|0.578|    	0.507|0.493|
504    	0.419|0.581|    	0.508|0.492|
505    	0.419|0.581|    	0.511|0.489|
506    	0.420|0.580|    	0.512|0.488|
507    	0.423|0.577|    	0.507|0.493|
508    	0.424|0.576|    	0.506|0.494|
509    	0.425|0.575|    	0.504|0.496|
510    	0.426|0.574|    	0.503|0.497|
511    	0.424|0.576|    	0.504|0.496|
512    	0.426|0.574|    	0.504|0.496|
513    	0.428|0.572|    	0.505|0.495|
514    	0.427|0.573|    	0.507|0.493|
515    	0.425|0.575|    	0.507|0.493|
516    	0.424|0.576|    	0.505|0.496|
517    	0.424|0.576|    	0.505|0.495|
518    	0.424|0.576|    	0.503|0.497|
519    	0.425|0.575|    	0.505|0.495|
520    	0.425|0.575|    	0.503|0.497|
521    	0.425|0.575|    	0.503|0.497|
522    	0.424|0.576|    	0.503|0.497|
523    	0.426|0.574|    	0.503|0.497|
524    	0.427|0.573|    	0.503|0.497|
525    	0.425|0.575|    	0.503|0.497|
526    	0.426|0.574|    	0.503|0.497|
527    	0.424|0.576|    	0.500|0.500|
528    	0.424|0.576|    	0.501|0.499|
529    	0.423|0.577|    	0.501|0.499|
530    	0.424|0.576|    	0.501|0.499|
531    	0.422|0.578|    	0.503|0.497|
532    	0.422|0.578|    	0.504|0.496|
533    	0.421|0.579|    	0.506|0.494|
534    	0.419|0.581|    	0.508|0.492|
535    	0.419|0.581|    	0.508|0.492|
536    	0.421|0.579|    	0.509|0.491|
537    	0.422|0.578|    	0.509|0.491|
538    	0.425|0.575|    	0.511|0.489|
539    	0.423|0.577|    	0.511|0.489|
540    	0.425|0.575|    	0.509|0.491|
541    	0.426|0.574|    	0.508|0.492|
542    	0.428|0.572|    	0.509|0.491|
543    	0.430|0.570|    	0.510|0.491|
544    	0.430|0.570|    	0.509|0.491|
545    	0.429|0.571|    	0.507|0.493|
546    	0.429|0.571|    	0.508|0.492|
547    	0.429|0.571|    	0.506|0.494|
548    	0.427|0.573|    	0.507|0.493|
549    	0.425|0.575|    	0.508|0.492|
550    	0.423|0.577|    	0.507|0.494|
551    	0.424|0.576|    	0.508|0.492|
552    	0.422|0.578|    	0.508|0.492|
553    	0.421|0.579|    	0.508|0.492|
554    	0.421|0.579|    	0.507|0.493|
555    	0.425|0.575|    	0.507|0.493|
556    	0.423|0.578|    	0.508|0.492|
557    	0.419|0.581|    	0.510|0.490|
558    	0.418|0.582|    	0.513|0.487|
559    	0.419|0.581|    	0.515|0.485|
560    	0.419|0.581|    	0.513|0.487|
561    	0.418|0.582|    	0.510|0.490|
562    	0.420|0.580|    	0.509|0.491|
563    	0.416|0.584|    	0.510|0.490|
564    	0.416|0.584|    	0.512|0.488|
565    	0.413|0.587|    	0.511|0.489|
566    	0.411|0.589|    	0.512|0.488|
567    	0.413|0.587|    	0.514|0.486|
568    	0.410|0.590|    	0.512|0.488|
569    	0.409|0.591|    	0.511|0.489|
570    	0.408|0.592|    	0.510|0.490|
571    	0.410|0.590|    	0.513|0.487|
572    	0.410|0.590|    	0.513|0.487|
573    	0.411|0.589|    	0.513|0.487|
574    	0.412|0.588|    	0.514|0.486|
575    	0.413|0.587|    	0.512|0.488|
576    	0.412|0.588|    	0.511|0.489|
577    	0.414|0.586|    	0.510|0.490|
578    	0.413|0.587|    	0.513|0.487|
579    	0.415|0.585|    	0.513|0.487|
580    	0.415|0.585|    	0.513|0.487|
581    	0.416|0.584|    	0.516|0.484|
582    	0.416|0.584|    	0.517|0.483|
583    	0.418|0.582|    	0.514|0.486|
584    	0.416|0.584|    	0.512|0.488|
585    	0.416|0.584|    	0.512|0.488|
586    	0.415|0.585|    	0.512|0.488|
587    	0.415|0.585|    	0.509|0.491|
588    	0.411|0.589|    	0.510|0.490|
589    	0.413|0.587|    	0.509|0.491|
590    	0.415|0.585|    	0.509|0.491|
591    	0.414|0.586|    	0.508|0.492|
592    	0.414|0.586|    	0.508|0.492|
593    	0.414|0.586|    	0.505|0.495|
594    	0.413|0.587|    	0.505|0.495|
595    	0.414|0.586|    	0.510|0.490|
596    	0.412|0.588|    	0.507|0.493|
597    	0.410|0.590|    	0.505|0.495|
598    	0.411|0.589|    	0.504|0.496|
599    	0.412|0.588|    	0.504|0.496|
600    	0.411|0.589|    	0.503|0.497|
601    	0.412|0.588|    	0.504|0.496|
602    	0.410|0.590|    	0.505|0.495|
603    	0.411|0.589|    	0.505|0.495|
604    	0.411|0.589|    	0.502|0.498|
605    	0.413|0.587|    	0.500|0.500|
606    	0.413|0.587|    	0.503|0.497|
607    	0.415|0.585|    	0.502|0.498|
608    	0.415|0.585|    	0.504|0.496|
609    	0.416|0.584|    	0.504|0.496|
610    	0.418|0.582|    	0.503|0.497|
611    	0.417|0.583|    	0.502|0.498|
612    	0.418|0.582|    	0.499|0.501|
613    	0.415|0.585|    	0.499|0.501|
614    	0.415|0.585|    	0.500|0.500|
615    	0.416|0.584|    	0.500|0.500|
616    	0.416|0.584|    	0.501|0.499|
617    	0.416|0.584|    	0.499|0.501|
618    	0.415|0.585|    	0.503|0.497|
619    	0.413|0.587|    	0.505|0.495|
620    	0.413|0.587|    	0.502|0.498|
621    	0.412|0.588|    	0.505|0.495|
622    	0.410|0.590|    	0.504|0.496|
623    	0.409|0.591|    	0.507|0.493|
624    	0.409|0.591|    	0.510|0.490|
625    	0.411|0.589|    	0.511|0.489|
626    	0.408|0.592|    	0.511|0.489|
627    	0.407|0.593|    	0.511|0.489|
628    	0.408|0.592|    	0.513|0.487|
629    	0.407|0.593|    	0.512|0.488|
630    	0.409|0.591|    	0.513|0.488|
631    	0.411|0.589|    	0.511|0.489|
632    	0.413|0.587|    	0.511|0.489|
633    	0.412|0.588|    	0.510|0.490|
634    	0.414|0.586|    	0.508|0.492|
635    	0.416|0.584|    	0.508|0.492|
